CourseName,Description,Mean,subject
ENGL 452,,3.3400000000000003,ENGL
ACCY 312,"Credit: 3 hours.
Course Description: Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.
Prerequisite: ACCY 202 or equivalent.",3.299469181411628,ACCY
PHIL 435,"Credit: 3 OR 4 hours.
Course Description: Selected topics from the nature of social organization, nature and convention, utility, justice, equality, liberty, rights, and duties.
Prerequisite: One course in philosophy.",3.3158,PHIL
ETMA 422,"Credit: 3 hours.
Course Description: Overview of occupational illnesses and diseases in general industry and agricultural as well as associated practices. Occupational health hazards within agricultural production and general industry are examined. Potential hazards to non-farm populations and those interacting with production personnel are also explored. Industry practices are summarized with a special focus on the agricultural industry. Potential human health effects of specific practices identified. Specific preventative measures are outlined to reduce exposures and remediate exposure symptoms. Interaction with health/medical professionals is on-going during the semester to familiarize students with medical procedures pertinent to agricultural and occupational medicine.
",3.609130434782609,ETMA
PATH 638,,3.4661016949152543,PATH
ENGL 300,,3.289565217391304,ENGL
BADM 551,,3.751411764705882,BADM
PSYC 318,"Credit: 3 hours.
Course Description: Early infant behavior, emphasizing critical evaluation of the various research techniques; prenatal and perinatal influences, ontogeny of psychological processes, environmental determinants, and infant assessment.
Prerequisite: PSYC 216.",3.220691943127961,PSYC
ASTR 350,"Credit: 3 hours.
Course Description: Studies the origin, evolution, and eventual fate of the universe, and the scientific tools used to study these issues. Topics include aspects of special and general relativity; curved spacetime; the Big Bang; inflation; primordial element synthesis; the cosmic microwave background; dark matter and the formation of galaxies; observational evidence for dark matter, dark energy, and black holes.
Prerequisite: ASTR 100, or ASTR 121, or ASTR 122, or ASTR 210, or consent of instructor.",3.4430594900849854,ASTR
BADM 321,,3.6517935702199664,BADM
EALC 222/HIST 222/REL 224,,2.735588235294117,EALC
HIST 305,,3.0188571428571427,HIST
ANSC 251,"Credit: 3 hours.
Course Description: Introduces students to the major past and present causes of plague in humans as well as agricultural and companion animals. Smallpox, yellow fever, bubonic plague, polio, SARS, AIDS, West Nile encephalitis, Zika, PRRS, PEDV, foot and mouth disease, bovine spongiform encephalopathy, and others will be discussed. The characteristics of each disease, including, mode of transmission, symptoms, duration of illness, and mortality rates will be presented. History and probability of recurrence will also be explored.
Prerequisite: Some knowledge in anatomy and physiology may be helpful.",2.9660377358490564,ANSC
MBA 501,,3.543569023569023,MBA
NRES 455,"Credit: 3 hours.
Course Description: Examines advanced applications of Geographic Information Systems (GIS) and remote sensing for environmental management. This course integrates current geospatial tools and methods to learn applied techniques for collecting spatial data, building spatial models and databases, analyzing spatial patterns, managing environmental issues, and communicating science through interactive mapping applications. Course exercises provide hands-on learning approaches and introduce students to programming principles for GIS.
Prerequisite: NRES 454 or GGIS 379.",3.861041666666667,NRES
FSHN 427/NUTR 427,"Credit: 3 hours.
Course Description: Biochemistry and metabolism of the water and fat soluble vitamins and minerals. Emphasizes the digestion, transport, metabolism and intercellular functions of these nutrients and how diet/food intake and physiological states affect these processes.
Prerequisite: FSHN 220; or FSHN 120 and FSHN 414.",3.4658486238532102,FSHN
ARTD 209,,3.205777777777778,ARTD
CS 598,"Credit: 2 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.816326530612245,CS
CEE 420,"Credit: 3 OR 4 hours.
Course Description: Application of scientific principles to the measurement and forecasting of productivity in construction engineering. Conceptual and mathematical formulation of labor, equipment, and material factors affecting productivity.
Prerequisite: CEE 320.",3.4576879910213245,CEE
IHLT 475,"Credit: 4 hours.
Course Description: Designed to emphasize field/research experiences that facilitate working with individuals from a variety of health disciplines. Field experience/research placements will be selected to best prepare students address issues of health within their concentrations areas. In class sessions will focus on interdisciplinary collaboration, professionalism and important global health issues. Serves as the capstone course for i-Health majors.
Prerequisite: Restricted to senior i-Health majors.",3.8376341948310144,IHLT
PHYS 212,"Credit: 4 hours.
Course Description: Coulomb's Law, electric fields, Gauss' Law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, electromagnetic waves, polarization, and geometrical optics. A calculus-based approach for majors in engineering, mathematics, physics, and chemistry.
Prerequisite: PHYS 211; credit or concurrent registration in MATH 241.",2.8140453033017656,PHYS
ENGL 260/AFRO 260/CWL 260,"Credit: 3 hours.
Course Description: Historical and critical study of African American literature in its social and cultural context between 1915 and 1980.
Prerequisite: Completion of the Composition I requirement.",3.2251923076923075,ENGL
VCM 505,"Credit: 3 hours.
Course Description: The course is broken into three major pillars of information: anatomy/physiology, including necessary information from major body systems (cardiovascular, gastrointestinal, renal, nervous, and reproductive), evolutionary biology/bioinformatics, and microbiology/virology. Each Module will be presented with a series of short video lectures with suggested reading and reference materials to support that Module’s concepts. Discussion boards will be posted each week to integrate concepts and drive discussion based on the weekly topic.
Prerequisite: Restricted to students in VMS program.",3.3076923076923075,VCM
CPSC 565,,3.833636363636364,CPSC
THEA 364,"Credit: 3 hours.
Course Description: Survey of the methods for producing theatre history through a focus on a specific topic. Course will cover a broad range of time periods, styles and genres, geographic region organized around a central topic. Projects and papers will offer instruction in theatre history methods.
Prerequisite: THEA 102, THEA 103.",3.903125,THEA
FIN 428,"Credit: 3 hours.
Course Description: This advanced elective course on financial derivatives explores the economic, legal, and regulatory concepts underlying these markets. It uses case studies to examine market weaknesses, design flaws, and regulatory breakdowns, many of which have resulted in major disasters.
Prerequisite: FIN 300 or consent of instructor. Undergraduate only.",3.498938053097345,FIN
IB 368/NRES 368,"Credit: 4 hours.
Course Description: Introduction to the classification, life histories, adaptations, and ecology of fishes, amphibians, reptiles, birds, and mammals. Focus is on species of the Midwest region. Laboratory emphasizes identification and distribution of Illinois' vertebrate fauna. Some Saturday field trips are required.
Prerequisite: IB 203 or NRES 219 or consent of instructor.",3.1082926829268294,IB
TE 298,,3.857142857142857,TE
CMN 496,"Credit: 3 OR 4 hours.
Course Description: Advanced topics in communication not treated in regularly scheduled courses; see Class Schedule for current topics.
",3.4322222222222223,CMN
LAW 797,"Credit: 1 to 4 hours.
Course Description: This is an umbrella course listing in intellectual property law for specialty topics of current interest.
",3.4148847926267285,LAW
RST 120,"Credit: 3 hours.
Course Description: This course focuses on the study of recreation behaviors in different environments—the great outdoors, cities, and specialized settings. In particular, students develop a deeper understanding of how these three different environments support or limit various recreation behaviors. The course employs a holistic definition of environment that includes physical settings, social norms, and policies, all of which impact recreation behaviors. To understand the complex relationships between environments and recreation, the course applies theories and methodologies developed in the field of environment and behavior—spanning psychology, sociology, urban planning, and landscape architecture. Throughout the course, students discuss how gender, race-ethnicity, and socio-economic status can contribute to shaping the relationships between environments and recreation behaviors.
",3.3516167664670657,RST
CMN 396,"Credit: 3 hours.
Course Description: Special topics in communication not treated in regularly scheduled courses. See Class Schedule for current topics.
",3.4601149425287354,CMN
RST 501,"Credit: 4 hours.
Course Description: Basic philosophical, historical, and scientific foundations and developments in leisure and recreation; analyses of the significance of leisure in modern societies; critical review of major writings in the field with attention to particular special problem areas and current issues.
Prerequisite: RST 100 or equivalent.",3.73625,RST
IB 435,"Credit: 3 hours.
Course Description: One-third of Americans use health care products derived from natural sources, particularly plants, but also animals, and fungi. This course examines the biological activity of natural products with respect to their ecological functions and their therapeutic uses. Principles of evidence-based medicine will be reviewed and students will evaluate natural remedies through lectures, in-class activities, discussions, and analyses of scientific papers. Overall, students develop skills useful for evaluating alternative remedies and for communicating their conclusions to the general public.
Prerequisite: IB 202 or IB 203 or consent of instructor.",3.8378378378378377,IB
GEOL 103,,3.0166780821917807,GEOL
BIOP 401,"Credit: 3 hours.
Course Description: Topics include equilibrium thermodynamics, kinetics, and quantum mechanics with applications to biological and chemical systems.
Prerequisite: MCB 354 or MCB 450, or equivalent, or consent of instructor.",3.6925384615384615,BIOP
CEE 440,"Credit: 4 hours.
Course Description: Investigation of the regulatory and technical issues affecting solid and hazardous waste management, with an emphasis on the principles governing the transport, fate, and remediation of solid and hazardous waste in the subsurface, including advection, dispersion, sorption, interphase mass transfer, and transformation reactions.
Prerequisite: CEE 330.",3.177857142857143,CEE
RST 118,"Credit: 3 hours.
Course Description: Designed to expose student-athletes to the unique challenges and opportunities they will face throughout their time as student athletes. The course will explore their personal, academic, and athletic experiences. Students will learn strategies and techniques to be academically successful, develop leadership skills, explore careers and college majors, and gain insights to assist in the transition to higher education and the University of Illinois.
Prerequisite: Restricted to first year student athletes.",3.715806451612903,RST
ECE 498,"Credit: 0 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in electrical and computer engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.2668,ECE
HIST 461,,3.35496,HIST
ENG 298,"Credit: 1 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in engineering intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites.
",3.864444444444444,ENG
ARTD 499,"Credit: 1 TO 4 hours.
Course Description: Topics and subject matter to be published in course listings.
Prerequisite: Senior standing or consent of instructor.",3.5736000000000003,ARTD
MCB 493,"Credit: 1 to 4 hours.
Course Description: Discussion of current topics of interest within the broad domain of molecular and cellular biology; seminar or lecture format. Topics vary.
Prerequisite: Junior standing and consent of instructor.",3.608695652173913,MCB
IE 534/CS 547,"Credit: 4 hours.
Course Description: Provides an introduction to neural networks and recent advances in deep learning. Topics include training and implementation of neural networks, convolution neural networks, recurrent neural networks (LSTM and gated recurrent), residual networks, reinforcement learning, and Q-learning with neural networks. A part of the course will especially focus on recent work in deep reinforcement learning. The course will also cover deep learning libraries (e.g., Chainer, Tensorflow) and how to train neural networks using GPUs and GPU clusters.
Prerequisite: CS 446 or equivalent. Graduate students only.",3.875241935483871,IE
ARTH 361,,3.3294936708860763,ARTH
CS 241,,2.8375093214019382,CS
FIN 572,"Credit: 4 hours.
Course Description: Focuses on the theory and practice of mergers and acquisitions (M&A), with a focus on the Finance. The Finance of M&A uses tools from different areas of Finance to help managers and investment bankers design successful M&A deals. In particular, we will learn to value and price M&A deals and how to choose the optimal financing mix for an M&A deal. The course focuses on all the major types of M&A deals including strategic M&A, private equity leveraged buyouts (LBOs), and restructuring deals such spinoffs and asset transfers. The course will benefit any student who desires to increase their ability to understand and execute M&A deals, including (but not limited to), entrepreneurs, consultants, bankers, investors, analysts, corporate managers, marketers, strategists, and deal-makers of all types. The course will also deepen students' understanding of financial modeling and capital structure, both in theory and practice.
Prerequisite: Requires that students have a grasp of core accounting principles and have a basic knowledge of concepts in finance (time value of money, net present value, cost of capital and a basic notion of capital structure). Students should also be comfortable with work that is quantitatively focused, and have a basic notion of Statistics (means, medians, standard deviation, and regression tools).",3.341276595744681,FIN
UP 203,,3.3659195402298856,UP
PSYC 306,,3.27015873015873,PSYC
HRD 572,,3.924905660377359,HRD
PHYS 150,,3.1202173913043483,PHYS
IS 501,"Credit: 4 hours.
Course Description: Explores reference and information services in a variety of settings, introduces widely used print and online sources, and develops question negotiation skills and search strategies.
",3.884786324786324,IS
ECON 510,"Credit: 4 hours.
Course Description: Theoretical and empirical analysis of the impact of taxation on the economic system; topics include tax equity and excess burden, incentive effects of taxation, tax incidence, structure of major types of taxes (income, consumption, and wealth), normative tax analysis, and taxation in developing economies.
Prerequisite: ECON 302 or equivalent. MSPE Graduate Student Standing.",3.692727272727273,ECON
SPED 312,,3.87224,SPED
ECON 490,"Credit: 3 OR 4 hours.
Course Description: Special topics in advanced economics within a variety of areas. See course schedule for topics.
Prerequisite: ECON 202; ECON 302 or ECON 303; MATH 220 or MATH 221 or other Calculus course. Some topics may require additional prerequisites, read the section text for each topic.",3.27710843373494,ECON
HORT 360,"Credit: 3 hours.
Course Description: Instruction on the commercial production of vegetable crops. The first part of the class focuses on broad issues important to all crops including methods of vegetable production, basic soil and nutritional management, irrigation, and weed, insect, and disease management. Both organic and conventional production are discussed with a focus on sustainability. Basic farm and business management topics, including postharvest handling, food safety, crop and farm budgets, business structures, marketing, insurance, and regulations are also discussed. The second part of the class focuses on specific crops, emphasizing their origin, production, growth and development, insects, and diseases as well as harvesting and postharvest handling.
Prerequisite: HORT 100 or equivalent.",3.2672,HORT
NPRE 457,"Credit: 3 OR 4 hours.
Course Description: Basic safety philosophy in nuclear reactor systems; brief review of nuclear reactor systems; regulatory processes; siting considerations; safety problems related to reactor dynamics; evaluation of postulated accidents; risks associated with nuclear fuel cycle; methods of systems safety analysis.
Prerequisite: NPRE 402 or NPRE 247.",3.690443864229765,NPRE
HIST 110,,3.2860749999999994,HIST
ECE 333,"Credit: 3 hours.
Course Description: Electric power grid structure and policy; analysis of wind, solar, and fuels as raw resources; wind turbines and parks; solar cells, modules, arrays and systems; fuel cell power plants; energy and financial performance of green energy projects; integration of green energy into power grid; energy project report and presentation.
Prerequisite: ECE 205 or ECE 210.",3.1947199305254013,ECE
IE 498,,3.0129629629629626,IE
ARCH 411/CLCV 411,,3.260728051391863,ARCH
FSHN 595,"Credit: 1 to 4 hours.
Course Description: Studies of selected topics in Food Science. Study may be on specialized topics in any one of the following fields: food chemistry, food microbiology, nutrition, food processing/engineering. Lectures and/or laboratory.
Prerequisite: Graduate level status or consent of instructor.",3.918363636363636,FSHN
EALC 222/HIST 222/REL 224,,2.8717808219178083,EALC
ANTH 266/AFST 266,,3.225238095238096,ANTH
ART 140,"Credit: 3 hours.
Course Description: A creative and expressive exploration of multiple art media, including but not limited to drawing, painting and design elements. This course is an introduction to the art making process with weekly interactive lectures and hands on studio sections.
",3.188181818181818,ART
PS 499,,3.6177777777777775,PS
MUS 201,"Credit: 2 hours.
Course Description: Continuation of MUS 102. Gradually increased emphasis on contrapuntal techniques, dissonance in tonal music, and musical form.
Prerequisite: MUS 102 and MUS 108, or placement by examination.",3.171843575418994,MUS
MACS 466/CWL 467/EALC 466,,3.3617021276595738,MACS
GLBL 340,"Credit: 3 hours.
Course Description: Identifies central and emerging global health issues and analyzes them through the lenses of governance, policy and gender. Focuses on structural, policy, and institutional perspectives on global health, with emphasis on how decisions are influenced and made.
Prerequisite: GLBL 240.",3.7111111111111104,GLBL
VCM 667,,3.083682008368201,VCM
CEE 540,,3.899130434782609,CEE
ACE 592,"Credit: 0 TO 8 hours.
Course Description: Group instruction on a special topic under the direction of one or more members of the faculty.
",3.327307692307692,ACE
ENG 199,"Credit: 0 TO 5 hours.
Course Description: Topics will vary. See class schedule.
",3.9470454545454543,ENG
PSYC 336,"Credit: 3 hours.
Course Description: Survey and critical review of subdisciplines in clinical/community psychology; concepts, methods, and assessments, intervention strategies and tactics. Subdisciplines addressed will vary. See Class Schedule for current titles.
Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.",3.476923076923077,PSYC
PSYC 456,"Credit: 3 OR 4 hours.
Course Description: 
",3.2259466666666667,PSYC
AAS 315/GWS 315,,3.3696428571428565,AAS
ARCH 407,"Credit: 3 hours.
Course Description: While primarily associated in popular imagination with its ancient, medieval, and Renaissance past, Rome is a vital, changing, and challenging contemporary city. Rome’s many layers show the intersection of multiple periods of architecture and the effects of politics, economics, religion, and culture on the urban context. This course considers the city of Rome from its foundation until today, using critical strategies for understanding urban environments as well as individual monuments. We will employ a variety of evidentiary materials: individual monuments, maps, photographs, prints, primary texts, and films.
Prerequisite: Sophomore standing.",3.457391304347826,ARCH
LLS 435/AAS 435/AFRO 435/GWS 435/MACS 432,,3.711739130434783,LLS
MCB 297,"Credit: 1 hours.
Course Description: Honors discussion section associated with MCB 250, MCB 252, and MCB 354. Concurrent enrollment in the appropriate lecture course is required.
",3.841304347826087,MCB
CLCV 111,"Credit: 2 hours.
Course Description: Study of the major myths of Greece and Rome and their impact upon later art, music, and literature.
",3.126016779864163,CLCV
SOCW 380,"Credit: 3 TO 6 hours.
Course Description: Presents and analyzes special topics related to current social work practice, policy and research. Topics vary; see Class Schedule for current offering.
",3.750833333333333,SOCW
ANSC 398,"Credit: 1 TO 5 hours.
Course Description: Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course.
",3.812857142857143,ANSC
CI 404,"Credit: 3 hours.
Course Description: Emphasizes the practical application of theory and recommended practices for developing curriculum, teaching, and assessing learning in the middle and senior high school years.
Prerequisite: CI 402 or CI 403. Concurrent enrollment in EDPR 442 required.",3.781985981308411,CI
BTW 263,"Credit: 3 hours.
Course Description: Teaches students to apply principles of professional communication to the writing tasks typical of specific disciplines or professions. Assignments will vary, depending on the focus of the course, but will include a substantial report or project.
Prerequisite: Sophomore standing and completion of campus Composition I requirement.",3.30625,BTW
ECON 490,"Credit: 3 OR 4 hours.
Course Description: Special topics in advanced economics within a variety of areas. See course schedule for topics.
Prerequisite: ECON 202; ECON 302 or ECON 303; MATH 220 or MATH 221 or other Calculus course. Some topics may require additional prerequisites, read the section text for each topic.",3.2860714285714288,ECON
ATMS 302/PHYS 329,"Credit: 3 hours.
Course Description: Introduction to fundamental dynamical processes in the atmosphere through a descriptive and quantitative analysis of dynamical meteorology at the synoptic and global scale. Covers basic laws of fluid mechanics as applied to the atmospheric sciences, vorticity and circulation in 2-D and 3-D flows, boundary layer dynamics and friction, basic concepts of geophysical waves, and baroclinic instability. These topics will be covered both descriptively and mathematically with emphasis on computer representation of the fundamental processes governing atmospheric motion and application of theory to real-world examples.
Prerequisite: ATMS 201, MATH 241 and PHYS 211.",2.8015929203539818,ATMS
RST 260,"Credit: 3 hours.
Course Description: This course explores issues affecting recreation, sport, tourism (RST) opportunities and access for people with physical, sensory, developmental, and cognitive disabilities. With the goal of increasing knowledge and skills necessary to enhance RST opportunities for people with disabilities, this course focuses on exploring disability characteristics and RST service provider strategies for reducing barriers to and providing accommodations for participation.
",3.163185185185185,RST
CS 511,"Credit: 4 hours.
Course Description: Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field.
Prerequisite: CS 411.",3.687462686567164,CS
ABE 425,"Credit: 4 hours.
Course Description: Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis.
Prerequisite: ECE 205.",3.737325,ABE
FIN 571,"Credit: 4 hours.
Course Description: This online course will provide you with a framework that can be used to understand the connections between money, banking, and financial markets, as well as the implementation and impacts of modern monetary policy. Upon completion of this course, you will be able to apply this framework to assess how new developments in finance and public policy may influence the macroeconomic and business environment.
Prerequisite: Enrollment limited to students in iMBA program, subject to discretion of the program's academic director.",3.410625978090767,FIN
ADV 498,"Credit: 3 hours.
Course Description: This course is named after the founder of the Advertising Department, Charles H. Sandage (known as the ""father of advertising education""). His vision of educating the future of the industry was grounded in theoretical and foundational courses emphasizing the ""why of advertising"" - not just the ""how."" In this course, students will integrate the concepts, experiences, and skills that have been learned in the curriculum with a service-learning project.
Prerequisite: ADV 283, ADV 390 and ADV 460.",3.814675767918089,ADV
MUS 132,"Credit: 3 hours.
Course Description: Courses within this rubric provide an analytical and historical introduction to genres of popular music from the United States and around the world. Iterations of the course may focus on a specific genre, such as Rock, Reggae, or Afropop, or may deal with broader subjects, such as the continua of styles including R&B, Soul, Funk, and Hip Hop, or the pan-generic, international phenomenon of pop music globalization in the twentieth century.
",3.605775740479548,MUS
JOUR 311,"Credit: 3 hours.
Course Description: Detailed analysis of the theories of freedom of expression, the legal doctrines of greatest concern to mass communicators, and contemporary issues related to free speech and press, including libel, copyright, and news-gathering in a digital age.
",3.404730813287514,JOUR
ARCH 351,,3.2332006920415224,ARCH
ANTH 157,,3.222121212121212,ANTH
MS 351,,2.970307167235495,MS
PSYC 455,"Credit: 2 TO 4 hours.
Course Description: Social psychological research and theory applied to industrial problems; emphasis on interaction and communication theory, role theory, leadership theory, motivational and perceptual theory, and group structure theory as an aid in understanding and analyzing industrial problems.
Prerequisite: PSYC 201 or PSYC 245.",3.2469542136695426,PSYC
FIN 520,,3.6825384615384618,FIN
PS 199,"Credit: 1 to 5 hours.
Course Description: 
",2.833636363636364,PS
HIST 316,"Credit: 3 hours.
Course Description: Introduction to comparative and global perspectives on gender and an investigation into the political and economic processes that affect gender systems across a wide range of societies. Gender non-conforming practices in U.S. history are highlighted. Attention is paid to the ways in which women in different parts of the world have defined and redefined the boundaries of ""woman"" and mobilized around that identity.
",3.8843478260869566,HIST
IS 506,,3.874508196721312,IS
CS 398,,3.551379310344828,CS
LING 426,"Credit: 3 OR 4 hours.
Course Description: The study of first and second language acquisition by children and adults. Course topics will include the following: first language acquisition, including signed and spoken languages; bilingualism and second language acquisition; the comparison of monolingual and bilingual language development.
Prerequisite: An introductory course in linguistics or psychology.",3.0454545454545454,LING
MUS 273,,3.990353697749196,MUS
ADV 281,"Credit: 3 hours.
Course Description: Introduces students to the wide spectrum of qualitative and quantitative research techniques that are commonly used in the advertising industry. In addition to examining the principles, methods and techniques of advertising research, the course will address issues such as when research should and should not be conducted, analyzing data sets, forming meaningful research questions, figuring out how to answer the questions, and presenting the answers to these questions in a clear and compelling manner.
Prerequisite: ADV 150, STAT 100 or equivalent.",2.9478247734138976,ADV
CS 225,"Credit: 4 hours.
Course Description: Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms.
Prerequisite: CS 126 or CS 128 or ECE 220; One of CS 173, CS 413, MATH 213, MATH 347, MATH 412, or MATH 413.",3.2270207513178084,CS
ANTH 441/ANSC 441,"Credit: 3 OR 4 hours.
Course Description: Principles of human genetics; anthropological aspects of race and race formation; and hereditary and environmental factors in the biological variation of modern humans.
Prerequisite: ANTH 102 or equivalent.",3.629193548387097,ANTH
ME 483,"Credit: 4 hours.
Course Description: Integrative approach to mechanobiology; mechanics of cell adhesion; cytoskeletal structure and mechanics; mechanotransduction; mechanics of cell proliferation, apoptosis, cancer cells, and stem cells; aging; critical issues facing the mechanobiological sciences.
Prerequisite: CHEM 102 and TAM 251.",3.843963414634147,ME
FIN 232,,2.79646017699115,FIN
BADM 583,"Credit: 4 hours.
Course Description: Continuation of BADM 582. Examines topics related to management and integration of multinational firms not covered in BADM 582. Possible topics include foreign investment decisionmaking, global manufacturing and supply chain management, international joint ventures and strategic alliances, cross-border mergers, global R&D, and global strategic human resource management.
",3.667142857142857,BADM
PS 319,,3.029866666666667,PS
CLCV 224,"Credit: 3 hours.
Course Description: Survey of American minority cultures and the reception of Greco-Roman culture in literature, film, and politics, with brief units of historical concentration on ancient slavery and proto-racism, Harvard's Indian College, early African-American poets, novelists, educators, and classicists, the Greco-Roman heritage of the Ku Klu Klan, and Civil Rights Movement leaders like Martin Luther King, Jr., Huey P. Newton, and Eldridge Cleaver. Other highlights include Derek Walcott's Caribbean/Homeric Omeros, Erin Gruwell's mixed-race Freedom Writers, and Spike Lee's Chi-Raq.
",3.632077922077923,CLCV
CMN 496,"Credit: 3 OR 4 hours.
Course Description: Advanced topics in communication not treated in regularly scheduled courses; see Class Schedule for current topics.
",3.167173913043478,CMN
ECE 469,"Credit: 2 hours.
Course Description: Circuits and devices used for switching power converters, solid-state motor drives, and power controllers; dc-dc, ac-dc, and dc-ac converters and applications; high-power transistors and magnetic components; design considerations including heat transfer.
Prerequisite: ECE 343; credit or concurrent registration in ECE 464.",3.596519230769231,ECE
CEE 498,"Credit: 1 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in civil and environmental engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.708253968253968,CEE
GER 205,,3.4182089552238804,GER
BIOE 201,"Credit: 3 hours.
Course Description: Material, energy, charge, and momentum balances in biological problems. Steady-state and transient conservation equations for mass, energy, charge, and momentum will be derived and applied to mathematically analyze physiological systems using basic mathematical principles, physical laws, stoichiometry, and thermodynamic properties.
Prerequisite: CHEM 104, MCB 150, and PHYS 211.",3.662670940170941,BIOE
ACCY 200,"Credit: 3 hours.
Course Description: Survey course in the principles of accounting for students registered in schools and colleges other than the College of Business.
Prerequisite: Sophomore standing.",3.2229205289828204,ACCY
BADM 582,"Credit: 4 hours.
Course Description: Examines critical issues facing managers who work in multinational firms. Designed to develop students' skills for working in a global business environment.  Topics include foreign market entry strategies, global management of the functional areas of business, and management and control of multinational firms in the global marketplace.
",3.781704347826087,BADM
PHYS 569,,3.659379844961241,PHYS
KIN 361,"Credit: 3 hours.
Course Description: Examines the theoretical and philosophic curricular principles necessary to the development of a sound, professionally grounded, and research-based curriculum for children in grades K-6. Requires planning a variety of developmentally appropriate learning activities that are taught to children during micro-teaching experiences in the field.
Prerequisite: Junior standing or above and enrollment in the Teacher Certification program or consent of the instructor.",3.5691666666666664,KIN
KIN 102,"Credit: 1 hours.
Course Description: Skills and knowledge essential for leisure-time activities which are classified as individual and dual activities. Prerequisites for each individual or dual activity are provided in the Class Schedule. More than one activity (Sections A through Z) may be taken in the same term.
",3.902356857523302,KIN
CS 498,"Credit: 1 to 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.7648076923076927,CS
SE 413,"Credit: 3 OR 4 hours.
Course Description: Application of optimization techniques to engineering design problems. Emphasis on problem formulation, including applications in structural, mechanical, and other design domains. Important theoretical results and numerical optimization methods. Matlab programming assignments to develop software for solving nonlinear mathematical programming problems.
Prerequisite: MATH 241 and MATH 257 or MATH 415.",3.24296,SE
PS 300,"Credit: 3 hours.
Course Description: Selected readings and research in political science. See Class Schedule for current topics.
Prerequisite: Six hours of political science, or consent of instructor.",3.025820895522388,PS
BUS 199,"Credit: 0 TO 5 hours.
Course Description: 
",3.9287671232876713,BUS
MATH 413/CS 413,"Credit: 3 OR 4 hours.
Course Description: Permutations and combinations, generating functions, recurrence relations, inclusion and exclusion, Polya's theory of counting, and block designs.
Prerequisite: MATH 347 or MATH 348 or equivalent experience.",3.1255103607060626,MATH
SBC 511,"Credit: 2 hours.
Course Description: This course will prepare students to utilize data for targeting and building customer and brand relationships, with an emphasis on new and emerging media. The students will get exposure to principles of working with structured data using relational databases and data warehouses. They will understand how to work with unstructured data from the web. They will also get exposure to select data mining methods relevant to data commonly worked on by marketing and communication executives and apply these concepts with cases/exercises during each of these modules.
Prerequisite: Restricted to MS: SBC student.",3.638860759493671,SBC
CHBE 411,"Credit: 3 hours.
Course Description: Introduction to the foundations of probability and statistics with applications from chemistry, chemical engineering, and biomolecular engineering. Topics include axioms, Bayes’ rule, counting techniques, common distributions, expectation values, confidence intervals, hypothesis testing, regression techniques, analysis of variance, error propagation, likelihood maximization, design of experiments, and an introduction to Bayesian statistics.
Prerequisite: MATH 231.",3.16047619047619,CHBE
PS 214,"Credit: 3 hours.
Course Description: Examines the role of American Indians and Indian law in the US political system. Beginning with the core concept of sovereignty, the course then looks at Indian political mobilizations, tribal political economy, tribal governance, relations between tribes and states and between tribes and the federal government, and laws governing religious freedom and environmental issues.
",3.0653260869565218,PS
ADV 581,"Credit: 3 hours.
Course Description: Provides students with an overview of quantitative research methodology in advertising and consumer behavior. Students will learn appropriate uses and techniques for conducting exploratory (e.g., focus groups, literature searches), descriptive (e.g., observational techniques, surveys), and casual (randomized- and quasi-experiments) research. Ethical considerations in research, and limitations of quantitative research will play an important role throughout the course. Students will learn basic descriptive and inferential statistical analyses to help analyze, and make sense of quantitative data.
Prerequisite: Basic statistics course.",3.4285714285714284,ADV
CHLH 456,"Credit: 2 TO 4 hours.
Course Description: Examines types and performance of health care organizations (e.g. , doctors' offices, clinics, hospitals, and nursing homes), networks of health services, evaluation of health care, and social policy issues relating to organizations in the U. S. health care system.
",3.659947916666667,CHLH
